ID,Paddy,Rice,UseForAnalyses,Justification,LabCode,C14Age,C14Error,Method,Delta13C,Delta13C_IRMS,MaterialClass,MaterialDetails,MaterialDetails_En,Context,SiteName,SiteName_En,SiteAddress,Latitude,Longitude,Prefecture,Region,Source,PublicationYear,Reference,Note,Problem
358,TRUE,FALSE,,,PLD-1576,3045,30,AMS,NA,-19.6,Soil,有機質土,organic matter,E区　Ⅳ層(水田耕作土),中之郷北遺跡,Nakanogokitaiseki,西春日井郡西春町中之郷,35.24318889,136.845,Aichi,Chubu,Rekihaku 14C Database,2006,愛知県埋蔵文化財センター調査報告書第139集　島崎遺跡　伝法寺本郷遺跡　中之郷北遺跡,,
359,FALSE,TRUE,TRUE,,PLD-16399,2010,22,AMS,-23.03,NA,Charred Seed,イネ炭化種子,carbonized seed rice (Oryza sativa),TSS-B1区　SD51-S,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
360,FALSE,TRUE,TRUE,,PLD-16400,1984,23,AMS,-23.03,NA,Charred Seed,イネ炭化種子,carbonized seed rice (Oryza sativa),TSS-B1区　SD139-C,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
361,FALSE,TRUE,TRUE,,PLD-16401,1959,21,AMS,-22.36,NA,Charred Seed,イネ炭化種子,carbonized seed rice (Oryza sativa),TSS-B1区　SD157-N,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
362,FALSE,TRUE,TRUE,,PLD-16402,1850,22,AMS,-23.42,NA,Charred Seed,イネ炭化種子,carbonized seed rice (Oryza sativa),TSS-B1区　SD168-d,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
363,FALSE,TRUE,TRUE,,PLD-16403,302,20,AMS,-22.2,NA,Charred Seed,イネ炭化種子,carbonized seed rice (Oryza sativa),TSS-B3区　SZ02　SK16,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
364,FALSE,TRUE,FALSE,Negative Date (Needs Checking),PLD-16404,-812,21,AMS,-24.45,NA,Charred Seed,イネ炭化種子,carbonized seed rice (Oryza sativa),TSS-B4区　SD131-a,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,"Negative Date, the report does not have a pdf entry so needs to be manually checked by Shinya",Yes
365,FALSE,TRUE,TRUE,,PLD-16405,663,21,AMS,-25.65,NA,Charred Seed,イネ炭化種子,carbonized seed rice (Oryza sativa),TSS-B4区　SD153-a,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
366,FALSE,TRUE,TRUE,,PLD-16406,716,20,AMS,-23.77,NA,Charred Seed,イネ炭化種子,carbonized seed rice (Oryza sativa),TSS-B4区　SD156-W,下佐野遺跡,Shimosanoiseki,高岡市佐野,36.72391111,136.9924611,Toyama,Chubu,Rekihaku 14C Database,2011,下佐野遺跡発掘調査報告書,,
367,FALSE,TRUE,TRUE,,PLD-1641,430,30,AMS,NA,-24.6,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK167,木戸城遺跡,Kidojoiseki,安城市木戸町東屋敷,34.89443889,137.0908111,Aichi,Chubu,Rekihaku 14C Database,2003,愛知県埋蔵文化財センター調査報告書第111集　木戸城遺跡･古新田遺跡,,
368,FALSE,TRUE,TRUE,,PLD-1642,345,25,AMS,NA,-24.3,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK167,木戸城遺跡,Kidojoiseki,安城市木戸町東屋敷,34.89443889,137.0908111,Aichi,Chubu,Rekihaku 14C Database,2003,愛知県埋蔵文化財センター調査報告書第111集　木戸城遺跡･古新田遺跡,,
369,FALSE,TRUE,TRUE,,PLD-1643,425,30,AMS,NA,-24.3,Charred Seed,炭化米,carbonized rice (Oryza sativa),SK167,木戸城遺跡,Kidojoiseki,安城市木戸町東屋敷,34.89443889,137.0908111,Aichi,Chubu,Rekihaku 14C Database,2003,愛知県埋蔵文化財センター調査報告書第111集　木戸城遺跡･古新田遺跡,,
370,TRUE,FALSE,,,PLD-16779,870,21,AMS,-31.46,NA,Seed,カヤツリグサ科(種実),seed/nuts Japanese nutmeg tree​ (Torreya nucifera) Sedges/Cyperus,Ⅷ層･1枚目水田耕作土に相当する青灰〜灰色粘土〜シルト,小坂居付遺跡,Kosakaizukeiseki,新潟市南区小坂字居付,37.78605,139.0236111,Niigata,Chubu,Rekihaku 14C Database,2012,新潟県埋蔵文化財調査報告書第238集　一般国道8号白根バイパス関係発掘調査報告書Ⅱ　小坂居付遺跡,,
371,TRUE,FALSE,,,PLD-16780,594,21,AMS,-27.1,NA,Wood,ヤナギ属,willow (Salix sp.),南区1西壁(4B12グリッド)　ⅩⅥ層･5枚目水田畦畔植物遺体層,小坂居付遺跡,Kosakaizukeiseki,新潟市南区小坂字居付,37.78605,139.0236111,Niigata,Chubu,Rekihaku 14C Database,2012,新潟県埋蔵文化財調査報告書第238集　一般国道8号白根バイパス関係発掘調査報告書Ⅱ　小坂居付遺跡,,
372,FALSE,TRUE,TRUE,,PLD-17749,264,25,AMS,-25.92,NA,Charred Seed,炭化種実(イネ炭化種子),carbonized seed seed/nuts rice (Oryza sativa),西地区　第1廓,甲田城跡,Kodajoato,柏崎市西山町甲田,37.49081111,138.6487694,Niigata,Chubu,Rekihaku 14C Database,2013,柏崎市埋蔵文化財調査報告書第70集　柏崎市の遺跡　別冊Ⅰ,,
373,FALSE,TRUE,TRUE,,PLD-17750,283,26,AMS,-22.72,NA,Charred Seed,炭化種実(イネ炭化種子),carbonized seed seed/nuts rice (Oryza sativa),西地区　第23廓`2,甲田城跡,Kodajoato,柏崎市西山町甲田,37.49081111,138.6487694,Niigata,Chubu,Rekihaku 14C Database,2013,柏崎市埋蔵文化財調査報告書第70集　柏崎市の遺跡　別冊Ⅰ,,
374,FALSE,TRUE,TRUE,,PLD-17772,1827,21,AMS,-23.47,NA,Charred Seed,炭化種実(イネ炭化種子),carbonized seed seed/nuts rice (Oryza sativa),SI09貯蔵穴P1覆土,氷川遺跡,Hikawaiseki,目黒区大橋,35.65133889,139.6878111,Tokyo,Kanto,Rekihaku 14C Database,2012,東京都埋蔵文化財センター調査報告第266集　氷川遺跡,,
375,FALSE,TRUE,TRUE,,PLD-17774,1817,21,AMS,-24.24,NA,Charred Seed,炭化種実(イネ炭化種子),carbonized seed seed/nuts rice (Oryza sativa),SI12貯蔵穴P1覆土,氷川遺跡,Hikawaiseki,目黒区大橋,35.65133889,139.6878111,Tokyo,Kanto,Rekihaku 14C Database,2012,東京都埋蔵文化財センター調査報告第266集　氷川遺跡,,
376,FALSE,TRUE,TRUE,,PLD-17775,1793,21,AMS,-22.2,NA,Charred Seed,炭化種実(イネ炭化種子),carbonized seed seed/nuts rice (Oryza sativa),SI15炉A覆土,氷川遺跡,Hikawaiseki,目黒区大橋,35.65133889,139.6878111,Tokyo,Kanto,Rekihaku 14C Database,2012,東京都埋蔵文化財センター調査報告第266集　氷川遺跡,,
377,FALSE,TRUE,TRUE,,PLD-18601,1812,20,AMS,-25.56,NA,Seed,イネ,rice (Oryza sativa),SE365C　底面　甕内面付着,愛宕遺跡,Atagoiseki,射水市戸破,36.72168056,137.1106611,Toyama,Chubu,Rekihaku 14C Database,2013,富山県文化振興財団埋蔵文化財発掘調査報告第53集　白石遺跡　大江東遺跡　大江遺跡　愛宕遺跡　今開発東遺跡　今開発遺跡　三ケ･本開発遺跡発掘調査報告,,
378,TRUE,FALSE,,,PLD-18657,1567,19,AMS,-24.45,NA,Wood,木材(サワラ),material wood sawara cypress (Chamaecyparis pisifera),水田　④-1区第3水田　大畦畔内　木杭,西一里塚遺跡群,Nishiichirizukaisekigun,佐久市岩村田字西一里塚,36.27438056,138.4793889,Nagano,Chubu,Rekihaku 14C Database,2012,長野県埋蔵文化財センター発掘調査報告書106　濁り遺跡　久保田遺跡　西一里塚遺跡群　中部横断自動車道建設に伴う埋蔵文化財発掘調査報告書4　佐久市内4,,
379,TRUE,FALSE,,,PLD-18659,2029,20,AMS,-21.68,NA,Wood,木材(サワラ),material wood sawara cypress (Chamaecyparis pisifera),水田C　壁材,西一里塚遺跡群,Nishiichirizukaisekigun,佐久市岩村田字西一里塚,36.27438056,138.4793889,Nagano,Chubu,Rekihaku 14C Database,2012,長野県埋蔵文化財センター発掘調査報告書106　濁り遺跡　久保田遺跡　西一里塚遺跡群　中部横断自動車道建設に伴う埋蔵文化財発掘調査報告書4　佐久市内4,,
380,FALSE,TRUE,TRUE,,PLD-2162,405,25,AMS,NA,-24.4,Charred Seed,炭化米,carbonized rice (Oryza sativa),"ST01STB, BN9　B262-①層",重竹遺跡,Shigetakeiseki,関市下有知,35.51075,136.9204111,Gifu,Chubu,Rekihaku 14C Database,2005,岐阜県教育文化財団文化財保護センター調査報告書第91集　重竹遺跡･上西田遺跡　第2分冊,,
381,TRUE,FALSE,,,PLD-21859,3393,21,AMS,-30.24,NA,Wood,生材(ノブドウ属茎),material stem raw material grapes (Vitaceae),9区　24層(弥生水田層)　自然木,一丁田遺跡,Itchodaiseki,静岡市清水区庵原町,35.05148056,138.4715389,Shizuoka,Chubu,Rekihaku 14C Database,2013,静岡市埋蔵文化財調査報告　一丁田遺跡(8区･9区),,
382,FALSE,TRUE,TRUE,,PLD-23048,802,20,AMS,-27.89,NA,Seed,生の種実(イネ籾殻),seed/nuts shell rice (Oryza sativa) husk,Sea-02(SK-97)　もみがら層,高間(1)遺跡,Takama(1)Iseki,青森市大字石江字高間,40.82828889,140.69215,Aomori,Tohoku,Rekihaku 14C Database,2014,青森市埋蔵文化財調査報告書第116集-3　石江遺跡群発掘調査報告書Ⅶ(第3分冊:新田(1)･(2)遺跡本文編、石江遺跡群補遺編･分析編5･総括編),,
383,FALSE,TRUE,TRUE,,PLD-23880,622,18,AMS,-26.25,NA,Charred Seed,炭化種実(イネ籾),carbonized seed/nuts rice (Oryza sativa) husk,SI9,小谷場貝塚遺跡,Koyabakaizukaiseki,川口市,35.80726944,139.7237694,Saitama,Kanto,Rekihaku 14C Database,2014,川口市遺跡調査会報告第45集　小谷場貝塚遺跡,,
384,TRUE,FALSE,,,PLD-25956,1719,21,AMS,-25.94,NA,Seed,種実遺体(ホタルイ属及びタデ属),seed/nuts knotweed (Polygonum sp.) club-rush (Scirpus / Bolboschoenus / Schoenoplectus sp.) bulrush (Schoenoplectiella juncoides syn. Scirpus juncoides),11Q16･12Q1　Ⅷ層　水田面上面,余川中道遺跡,Yokawanakamichiiseki,南魚沼市余川字江端,37.07728056,138.8716611,Niigata,Chubu,Rekihaku 14C Database,2015,新潟県埋蔵文化財調査報告書第253集　一般国道17号六日町バイパス関係調査報告書Ⅲ　余川中道遺跡Ⅱ　一般国道253号八箇峠関係発掘調査報告書Ⅱ　金屋遺跡Ⅲ,,
385,FALSE,TRUE,TRUE,,PLD-2652,2145,35,AMS,NA,-25,Charred Seed,炭化穎果(イネ),carbonized rice (Oryza sativa),第17次調査　SD01第18層,吉崎･次場遺跡,Yoshisakisubaiseki,羽咋市,36.89326111,136.77885,Ishikawa,Chubu,Rekihaku 14C Database,2005,長者川遺跡,,
386,FALSE,TRUE,TRUE,,PLD-2653,1875,35,AMS,NA,-22.6,Charred Seed,炭化米,carbonized rice (Oryza sativa),粘土層中,長者川遺跡,Chojagawaiseki,羽咋市兵庫町,36.88345,136.7799194,Ishikawa,Chubu,Rekihaku 14C Database,2005,長者川遺跡,,
387,FALSE,TRUE,TRUE,,PLD-2654,2145,35,AMS,NA,-24.7,Charred Seed,炭化米,carbonized rice (Oryza sativa),SD-03,長者川遺跡,Chojagawaiseki,羽咋市兵庫町,36.88345,136.7799194,Ishikawa,Chubu,Rekihaku 14C Database,2005,長者川遺跡,,
388,TRUE,FALSE,,,PLD-28442,1515,19,AMS,-26.37,NA,Other Charred Remains,炭化物,carbonized material,第3面　水田直上,一反田遺跡,Ittandaiseki,菊川市赤土字一反田,34.69288889,138.0950611,Shizuoka,Chubu,Rekihaku 14C Database,2016,静岡県埋蔵文化財センター調査報告第51集　赤土政所遺跡･一反田遺跡　第2分冊,,
389,FALSE,TRUE,TRUE,,PLD-28685,332,17,AMS,-24.26,NA,Charred Seed,炭化種実(イネ),carbonized seed/nuts rice (Oryza sativa),慶長期埋土,富山城跡,Toyamajoato,富山市総曲輪四丁目,36.69262824,137.210756,Toyama,Chubu,Rekihaku 14C Database,2017,富山市埋蔵文化財調査報告88　富山城跡発掘調査報告書,,
390,FALSE,TRUE,TRUE,,PLD-28868,2518,18,NA,-28.62,NA,Charred Seed,炭化種実(イネ炭化穎果),carbonized seed/nuts rice (Oryza sativa),"貝塚Ⅱ,10-E(SQ02)",三谷遺跡,Mitaniiseki,徳島市南佐古六番町,34.07366944,134.5277306,Tokushima,Shikoku,Rekihaku 14C Database,2018,三谷遺跡　-徳島市佐古配水場施設建設工事に伴う発掘調査-　本編分冊･自然遺物編,,
391,FALSE,TRUE,TRUE,,PLD-30370,1728,19,AMS,-23.79,NA,Charred Seed,炭化種実(イネ種子),carbonized seed seed/nuts rice (Oryza sativa),C区4d層,明科遺跡群古殿屋敷,Akashinaisekigunfurutonoyashiki,安曇野市明科中川手,36.34543889,137.9344306,Nagano,Chubu,Rekihaku 14C Database,2016,安曇野市の埋蔵文化財第9集　平成26年度安曇野市埋蔵文化財発掘調査報告書　明科遺跡群古殿屋敷(第2次),,
392,FALSE,TRUE,TRUE,,PLD-30730,1174,17,AMS,-25.38,NA,Charred Seed,炭化種実(イネ種子),carbonized seed seed/nuts rice (Oryza sativa),SB24PIT1掘方　試料№4　,法垣遺跡,Hogakiiseki,中津市大字加来810-1他,33.55448056,131.2120111,Oita,Kyushu,Rekihaku 14C Database,2018,法垣遺跡3次･4次調査　ｰ本文､遺構･遺物図版､石製品写真図版･観察表編ｰ　事務所建設･地域振興施設(道の駅)建設に伴う埋蔵文化財発掘調査報告書(2)　中津市文化財調査報告　第84集　,,
393,FALSE,TRUE,TRUE,,PLD-30749,1876,19,AMS,-27.81,NA,Charred Seed,炭化種実(イネ種子),carbonized seed seed/nuts rice (Oryza sativa),SI-7　炉,馬場遺跡,Babaiseki,笛吹市境川町寺尾,35.58738889,138.5994389,Yamanashi,Chubu,Rekihaku 14C Database,2016,笛吹市文化財調査報告書第32集　馬場遺跡,,
394,FALSE,TRUE,FALSE,Possibly not on rice remain,PLD-3668,345,25,AMS,-24.67,NA,Seed,穀類(コメの塊),rice (Oryza sativa),SD01　Ⅱ層,小出城跡,Koidejoato,富山市水橋小出,36.73476944,137.31885,Toyama,Chubu,Rekihaku 14C Database,2007,富山市埋蔵文化財調査報告14　小出城跡発掘調査報告書,,
395,TRUE,FALSE,,,PLD-3805,410,30,AMS,-26.14,NA,Charred Remain,炭化物･材,carbonized material material,水田　7層,九段南一丁目遺跡,Kudamminamiitchomeiseki,千代田区九段南,35.69313889,139.7457,Tokyo,Kanto,Rekihaku 14C Database,2005,九段南一丁目遺跡,,
396,TRUE,FALSE,,,PLD-3806,700,30,AMS,-33.04,NA,Charred Remain,炭化物･材,carbonized material material,水田　7層,九段南一丁目遺跡,Kudamminamiitchomeiseki,千代田区九段南,35.69313889,139.7457,Tokyo,Kanto,Rekihaku 14C Database,2005,九段南一丁目遺跡,,
397,TRUE,FALSE,,,PLD-3807,325,30,AMS,-26.43,NA,Charred Remain,炭化物･材,carbonized material material,水田　7層,九段南一丁目遺跡,Kudamminamiitchomeiseki,千代田区九段南,35.69313889,139.7457,Tokyo,Kanto,Rekihaku 14C Database,2005,九段南一丁目遺跡,,
398,FALSE,TRUE,TRUE,,PLD-3810,1275,37,AMS,-31.2,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),須恵器窯跡　炉壁内,市ヶ洞1号窯,Ichigahora1gokama,愛知郡長久手町大字長湫字市ヶ洞,35.16526111,137.0289611,Aichi,Chubu,Rekihaku 14C Database,2007,瀬戸市埋蔵文化財センター調査報告第36集　丁子田窯跡･市ヶ洞1号窯跡,,
399,FALSE,TRUE,TRUE,,PLD-3920,2394,30,AMS,-24.05,NA,Charred Seed,炭化種実(イネ炭化胚乳),carbonized seed/nuts rice (Oryza sativa),第9号土坑一括　草本類堆積物の土壌サンプル中,中屋敷遺跡,Nakayashikiiseki,足柄上郡大井町山田中屋敷,35.3347463,139.1673167,Kanagawa,Kanto,Rekihaku 14C Database,2008,中屋敷遺跡発掘調査報告書,,
400,FALSE,TRUE,TRUE,,PLD-3991,2319,32,AMS,-24.59,NA,Charred Seed,炭化種実(イネ炭化胚乳),carbonized seed/nuts rice (Oryza sativa),第9号土坑　3層一括,中屋敷遺跡,Nakayashikiiseki,足柄上郡大井町山田中屋敷,35.3347463,139.1673167,Kanagawa,Kanto,Rekihaku 14C Database,2008,中屋敷遺跡発掘調査報告書,,
401,FALSE,TRUE,TRUE,,PLD-4355,1150,30,AMS,-24.63,NA,Charred Seed,炭化物･種子(イネ),carbonized seed material rice (Oryza sativa),23区　NH1号遺物集中,湘南新道関連遺跡,Shonanshindokanreniseki,平塚市真土,35.3693,139.2767194,Kanagawa,Kanto,Rekihaku 14C Database,2007,かながわ考古学財団調査報告208　湘南新道関連遺跡Ⅰ　大会原遺跡　六ノ域遺跡,,
402,FALSE,TRUE,TRUE,,PLD-4386,1879,23,AMS,-25.43,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),SI01-P03,打出遺跡,Uchiideiseki,富山市打出,36.75278056,137.1835306,Toyama,Chubu,Rekihaku 14C Database,2006,富山市埋蔵文化財調査報告7　打出遺跡発掘調査報告書,,
403,FALSE,TRUE,TRUE,,PLD-4593,1809,27,AMS,-26.09,NA,Charred Seed,炭化種実(イネ胚乳),carbonized seed/nuts rice (Oryza sativa),SI04 P04,打出遺跡,Uchiideiseki,富山市打出,36.75278056,137.1835306,Toyama,Chubu,Rekihaku 14C Database,2006,富山市埋蔵文化財調査報告7　打出遺跡発掘調査報告書,,
404,FALSE,TRUE,TRUE,,PLD-4737,1316,21,AMS,NA,-18.4,Charred Seed,炭化米,carbonized rice (Oryza sativa),Ａ地点,宮前遺跡,Miyamaeiseki,入間郡三芳町北永井,35.83726111,139.5165389,Saitama,Kanto,Rekihaku 14C Database,2006,三芳町埋蔵文化財報告32　町内遺跡発掘調査報告書Ⅵ,,
405,FALSE,TRUE,TRUE,,PLD-4875,2465,25,AMS,-25.41,NA,Charred Seed,"種実,コメ,",seed/nuts rice (Oryza sativa),"SB404住居跡,炭化物,炭化米,1988.6.3",大開遺跡,Daikaiiseki,神戸市兵庫区大開通,34.67551944,135.1693889,Hyogo,Kansai,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
406,FALSE,TRUE,TRUE,,PLD-5104,2235,20,AMS,-25.24,NA,Charred Seed,"種実,コメ,",seed/nuts rice (Oryza sativa),"SK015ブロック8(床面直上),5(下部)",米竹遺跡,Yonetakeiseki,大分市小池原字米竹211番地の1,33.23648889,131.6634389,Oita,Kyushu,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
407,FALSE,TRUE,TRUE,,PLD-5109,2185,25,AMS,-24.45,NA,Charred Seed,"種実,コメ,",seed/nuts rice (Oryza sativa),"95次,SK030床面出土",下郡遺跡,Shimogoriiseki,大分市大字下部,33.22326944,131.6260694,Oita,Kyushu,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
408,FALSE,TRUE,TRUE,,PLD-5111,2165,20,AMS,-25.09,NA,Charred Seed,"種実,コメ,",seed/nuts rice (Oryza sativa),"51次,SK005甕の中から",下郡遺跡,Shimogoriiseki,大分市大字下部,33.22326944,131.6260694,Oita,Kyushu,Rekihaku 14C Database,2009,弥生農耕の起源と東アジア-炭素14年代測定による高精度編年体系の構築-平成16～20年文部科学省・科学研究費学術創成研究費　研究成果報告書,,
409,FALSE,TRUE,TRUE,,PLD-5987,1149,19,AMS,-24.55,NA,Charred Seed,炭化イネ胚乳,carbonized rice (Oryza sativa),SB4　P3,花小路遺跡,Hanakojiiseki,深谷市西大宿字花小路,36.20231944,139.2733,Saitama,Kanto,Rekihaku 14C Database,2008,埼玉県深谷市埋蔵文化財調査報告書第101集　花小路遺跡,,
410,FALSE,TRUE,TRUE,,PLD-6013,946,19,AMS,-23.9,NA,Charred Seed,炭化種実(イネ胚乳),carbonized seed/nuts rice (Oryza sativa),SI131･140,土飛山館跡,Dobiyamadateato,大館市豊町,40.27346111,140.5530389,Akita,Tohoku,Rekihaku 14C Database,2007,秋田県文化財調査報告書第425集　土飛山館跡,,
